Time,CO (MCS),Ethanol (MCS),VOC (MCS),NO2 (GM),Ethanol (GM),VOC (GM),CO (GM)
0.0,4.282,3.298,1.306,1.001,0.715,0.662,0.095
0.1,4.301,3.318,1.312,1,0.714,0.663,0.094
0.2,4.357,3.374,1.332,1.001,0.714,0.664,0.094
0.30000000000000004,4.283,3.3,1.306,1.002,0.715,0.665,0.095
0.4,4.254,3.27,1.296,1.002,0.714,0.665,0.095
0.5,4.242,3.258,1.292,1.001,0.715,0.666,0.095
0.6000000000000001,4.19,3.206,1.274,1.002,0.715,0.666,0.095
0.7000000000000001,4.216,3.232,1.283,1.001,0.716,0.666,0.095
0.8,4.227,3.243,1.287,1.001,0.715,0.664,0.095
0.9,4.231,3.247,1.288,1.001,0.715,0.663,0.094
1.0,4.233,3.249,1.289,1.002,0.715,0.663,0.094
1.1,4.186,3.202,1.273,1,0.715,0.662,0.093
1.2000000000000002,4.215,3.231,1.283,0.999,0.716,0.661,0.092
1.3,4.226,3.243,1.287,0.999,0.715,0.66,0.092
1.4000000000000001,4.183,3.199,1.272,0.998,0.715,0.659,0.093
1.5,4.166,3.182,1.266,0.997,0.715,0.657,0.092
1.6,4.159,3.175,1.263,0.997,0.716,0.656,0.092
1.7000000000000002,4.157,3.173,1.262,0.997,0.715,0.655,0.091
1.8,4.155,3.172,1.262,0.997,0.715,0.655,0.091
1.9000000000000001,4.155,3.171,1.262,0.996,0.715,0.653,0.091
2.0,4.155,3.171,1.262,0.996,0.714,0.653,0.091
2.1,4.155,3.171,1.262,0.995,0.715,0.652,0.09
2.2,4.202,3.218,1.278,0.996,0.714,0.651,0.09
2.3000000000000003,4.174,3.19,1.268,0.996,0.714,0.65,0.091
2.4000000000000004,4.162,3.178,1.264,0.995,0.714,0.65,0.091
2.5,4.205,3.221,1.279,0.994,0.715,0.649,0.091
2.6,4.175,3.191,1.269,0.994,0.715,0.648,0.091
2.7,4.163,3.179,1.265,0.994,0.716,0.647,0.091
2.8000000000000003,4.158,3.174,1.263,0.994,0.715,0.647,0.091
2.9000000000000004,4.156,3.172,1.262,0.994,0.716,0.646,0.091
3.0,4.155,3.171,1.262,0.994,0.715,0.646,0.091
3.1,4.155,3.171,1.262,0.994,0.714,0.646,0.091
3.2,4.155,3.171,1.262,0.993,0.714,0.646,0.091
3.3000000000000003,4.107,3.124,1.246,0.993,0.714,0.645,0.091
3.4000000000000004,4.088,3.105,1.239,0.993,0.715,0.645,0.091
3.5,4.081,3.097,1.236,0.993,0.715,0.644,0.091
3.6,4.221,3.237,1.285,0.994,0.716,0.644,0.091
3.7,4.181,3.197,1.271,0.994,0.715,0.644,0.091
3.8000000000000003,4.165,3.181,1.266,0.993,0.715,0.644,0.091
3.9000000000000004,4.159,3.175,1.263,0.994,0.716,0.644,0.091
4.0,4.156,3.172,1.262,0.994,0.716,0.643,0.091
4.1000000000000005,4.155,3.171,1.262,0.993,0.715,0.644,0.091
4.2,4.155,3.171,1.262,0.994,0.714,0.643,0.091
4.3,4.202,3.219,1.278,0.994,0.715,0.642,0.091
4.4,4.221,3.238,1.285,0.994,0.715,0.642,0.091
4.5,4.181,3.197,1.271,0.994,0.715,0.642,0.091
4.6000000000000005,4.261,3.277,1.298,0.995,0.715,0.643,0.092
4.7,4.245,3.261,1.293,0.994,0.715,0.642,0.091
4.800000000000001,4.286,3.303,1.307,0.994,0.715,0.641,0.092
4.9,4.207,3.224,1.28,0.994,0.716,0.642,0.092
5.0,4.176,3.192,1.269,0.995,0.716,0.641,0.092
5.1000000000000005,4.163,3.179,1.265,0.994,0.716,0.641,0.092
5.2,4.158,3.174,1.263,0.994,0.716,0.641,0.092
5.300000000000001,4.156,3.172,1.262,0.995,0.716,0.641,0.092
5.4,4.203,3.219,1.278,0.994,0.717,0.64,0.092
5.5,4.222,3.238,1.285,0.994,0.716,0.641,0.092
5.6000000000000005,4.181,3.198,1.271,0.994,0.715,0.641,0.093
5.7,4.213,3.229,1.282,0.993,0.715,0.64,0.093
5.800000000000001,4.178,3.194,1.27,0.994,0.715,0.64,0.093
5.9,4.212,3.228,1.281,0.993,0.715,0.641,0.093
6.0,4.225,3.241,1.286,0.993,0.715,0.64,0.093
6.1000000000000005,4.23,3.247,1.288,0.994,0.716,0.64,0.093
6.2,4.185,3.201,1.272,0.993,0.715,0.641,0.093
6.300000000000001,4.167,3.183,1.266,0.994,0.716,0.641,0.093
6.4,4.207,3.223,1.28,0.994,0.716,0.64,0.093
6.5,4.223,3.239,1.286,0.993,0.715,0.64,0.093
6.6000000000000005,4.23,3.246,1.288,0.993,0.716,0.64,0.093
6.7,4.232,3.248,1.289,0.995,0.716,0.641,0.093
6.800000000000001,4.281,3.298,1.306,0.994,0.716,0.641,0.093
6.9,4.253,3.269,1.296,0.994,0.716,0.641,0.093
7.0,4.242,3.258,1.292,0.995,0.716,0.641,0.094
7.1000000000000005,4.237,3.253,1.29,0.995,0.715,0.642,0.093
7.2,4.331,3.348,1.323,0.994,0.715,0.641,0.094
7.300000000000001,4.321,3.338,1.319,0.994,0.715,0.641,0.093
7.4,4.269,3.285,1.301,0.994,0.716,0.641,0.094
7.5,4.248,3.264,1.294,0.995,0.716,0.641,0.094
7.6000000000000005,4.24,3.256,1.291,0.994,0.716,0.642,0.093
7.7,4.284,3.301,1.307,0.993,0.716,0.641,0.094
7.800000000000001,4.254,3.27,1.296,0.993,0.715,0.641,0.093
7.9,4.242,3.258,1.292,0.992,0.715,0.64,0.094
8.0,4.333,3.35,1.324,0.992,0.714,0.641,0.093
8.1,4.274,3.29,1.303,0.993,0.715,0.641,0.093
8.200000000000001,4.25,3.266,1.295,0.993,0.716,0.641,0.094
8.3,4.288,3.305,1.308,0.993,0.716,0.642,0.094
8.4,4.256,3.272,1.297,0.993,0.716,0.642,0.094
8.5,4.291,3.307,1.309,0.994,0.716,0.642,0.094
8.6,4.257,3.273,1.297,0.994,0.715,0.641,0.094
8.700000000000001,4.291,3.307,1.309,0.994,0.716,0.641,0.093
8.8,4.257,3.273,1.297,0.993,0.715,0.642,0.094
8.9,4.243,3.259,1.292,0.994,0.716,0.641,0.094
9.0,4.286,3.302,1.307,0.994,0.716,0.641,0.094
9.1,4.303,3.319,1.313,0.993,0.716,0.642,0.093
9.200000000000001,4.261,3.278,1.299,0.994,0.716,0.642,0.094
9.3,4.245,3.261,1.293,0.993,0.716,0.642,0.094
9.4,4.238,3.255,1.291,0.993,0.716,0.641,0.093
9.5,4.284,3.3,1.306,0.993,0.716,0.641,0.094
9.600000000000001,4.254,3.27,1.296,0.992,0.715,0.642,0.094
9.700000000000001,4.338,3.355,1.325,0.993,0.716,0.642,0.094
9.8,4.323,3.34,1.32,0.994,0.715,0.641,0.094
9.9,4.27,3.286,1.302,0.994,0.716,0.642,0.094
10.0,4.153,3.17,1.261,0.993,0.716,0.642,0.094
10.100000000000001,4.202,3.218,1.278,0.994,0.717,0.641,0.094
10.200000000000001,4.221,3.237,1.285,0.994,0.717,0.641,0.094
10.3,4.277,3.293,1.304,0.994,0.717,0.642,0.093
10.4,4.251,3.267,1.295,0.994,0.716,0.641,0.094
10.5,4.289,3.305,1.308,0.994,0.717,0.642,0.094
10.600000000000001,4.256,3.272,1.297,0.993,0.716,0.642,0.094
10.700000000000001,4.243,3.259,1.292,0.993,0.716,0.642,0.093
10.8,4.238,3.254,1.29,0.994,0.717,0.641,0.094
10.9,4.235,3.252,1.29,0.994,0.716,0.642,0.094
11.0,4.235,3.251,1.289,0.993,0.716,0.641,0.094
11.100000000000001,4.282,3.299,1.306,0.994,0.717,0.643,0.095
11.200000000000001,4.253,3.27,1.296,0.994,0.717,0.642,0.094
11.3,4.242,3.258,1.292,0.993,0.717,0.642,0.094
11.4,4.237,3.253,1.29,0.993,0.717,0.642,0.094
11.5,4.235,3.251,1.29,0.994,0.717,0.642,0.094
11.600000000000001,4.282,3.299,1.306,0.993,0.716,0.642,0.094
11.700000000000001,4.253,3.27,1.296,0.993,0.717,0.641,0.094
11.8,4.338,3.355,1.325,0.993,0.717,0.642,0.094
11.9,4.323,3.34,1.32,0.994,0.717,0.642,0.094
12.0,4.27,3.286,1.302,0.994,0.717,0.642,0.094
12.100000000000001,4.248,3.265,1.294,0.993,0.716,0.642,0.094
12.200000000000001,4.288,3.304,1.308,0.993,0.717,0.642,0.094
12.3,4.303,3.32,1.313,0.993,0.716,0.642,0.094
12.4,4.31,3.326,1.315,0.993,0.716,0.642,0.095
12.5,4.264,3.281,1.3,0.993,0.716,0.641,0.094
12.600000000000001,4.246,3.262,1.293,0.993,0.717,0.642,0.095
12.700000000000001,4.239,3.255,1.291,0.993,0.716,0.642,0.095
12.8,4.236,3.252,1.29,0.994,0.717,0.642,0.095
12.9,4.235,3.251,1.289,0.993,0.717,0.642,0.094
13.0,4.234,3.251,1.289,0.993,0.717,0.642,0.094
13.100000000000001,4.282,3.299,1.306,0.994,0.717,0.642,0.094
13.200000000000001,4.253,3.27,1.296,0.994,0.717,0.642,0.095
13.3,4.242,3.258,1.292,0.994,0.717,0.641,0.094
13.4,4.237,3.253,1.29,0.994,0.717,0.642,0.094
13.5,4.283,3.3,1.306,0.993,0.717,0.642,0.094
13.600000000000001,4.302,3.318,1.313,0.993,0.716,0.641,0.094
13.700000000000001,4.261,3.277,1.299,0.993,0.717,0.642,0.095
13.8,4.245,3.261,1.293,0.993,0.717,0.642,0.094
