Time,CO (MCS),Ethanol (MCS),VOC (MCS),NO2 (GM),Ethanol (GM),VOC (GM),CO (GM)
0.0,3.591,2.62,1.07,0.905,0.68,0.328,0.101
0.1,3.648,2.675,1.089,0.905,0.681,0.328,0.101
0.2,3.671,2.697,1.097,0.905,0.681,0.328,0.102
0.30000000000000004,3.635,2.662,1.084,0.906,0.681,0.329,0.101
0.4,3.62,2.648,1.079,0.906,0.681,0.329,0.102
0.5,3.614,2.642,1.077,0.905,0.681,0.329,0.101
0.6000000000000001,3.658,2.684,1.092,0.906,0.682,0.329,0.101
0.7000000000000001,3.629,2.657,1.083,0.905,0.681,0.33,0.101
0.8,3.618,2.646,1.079,0.905,0.682,0.33,0.102
0.9,3.613,2.642,1.077,0.905,0.681,0.33,0.102
1.0,3.611,2.64,1.077,0.905,0.681,0.331,0.101
1.1,3.611,2.639,1.076,0.906,0.682,0.331,0.101
1.2000000000000002,3.61,2.639,1.076,0.905,0.681,0.332,0.101
1.3,3.61,2.639,1.076,0.905,0.681,0.332,0.101
1.4000000000000001,3.61,2.639,1.076,0.905,0.681,0.332,0.101
1.5,3.61,2.639,1.076,0.904,0.682,0.332,0.101
1.6,3.61,2.639,1.076,0.905,0.682,0.332,0.101
1.7000000000000002,3.61,2.639,1.076,0.905,0.682,0.332,0.101
1.8,3.564,2.595,1.061,0.905,0.681,0.332,0.1
1.9000000000000001,3.546,2.578,1.055,0.904,0.682,0.332,0.101
2.0,3.723,2.748,1.115,0.905,0.681,0.332,0.1
2.1,3.61,2.639,1.076,0.904,0.681,0.332,0.101
2.2,3.564,2.595,1.061,0.905,0.682,0.333,0.1
2.3000000000000003,3.592,2.621,1.07,0.904,0.681,0.333,0.1
2.4000000000000004,3.557,2.588,1.058,0.904,0.682,0.332,0.1
2.5,3.543,2.575,1.054,0.904,0.682,0.332,0.1
2.6,3.538,2.57,1.052,0.903,0.682,0.332,0.1
2.7,3.535,2.568,1.051,0.903,0.682,0.332,0.099
2.8000000000000003,3.535,2.567,1.051,0.903,0.681,0.333,0.099
2.9000000000000004,3.534,2.566,1.051,0.903,0.681,0.333,0.099
3.0,3.534,2.566,1.05,0.902,0.682,0.332,0.099
3.1,3.489,2.523,1.035,0.903,0.682,0.332,0.099
3.2,3.516,2.549,1.044,0.902,0.682,0.332,0.098
3.3000000000000003,3.481,2.516,1.033,0.902,0.682,0.332,0.099
3.4000000000000004,3.467,2.503,1.028,0.903,0.681,0.332,0.099
3.5,3.462,2.498,1.026,0.902,0.682,0.332,0.098
3.6,3.505,2.539,1.041,0.902,0.682,0.332,0.098
3.7,3.477,2.512,1.031,0.903,0.682,0.332,0.098
3.8000000000000003,3.466,2.501,1.027,0.903,0.682,0.332,0.098
3.9000000000000004,3.461,2.497,1.026,0.902,0.682,0.332,0.098
4.0,3.459,2.496,1.025,0.902,0.682,0.332,0.098
4.1000000000000005,3.459,2.495,1.025,0.901,0.682,0.332,0.098
4.2,3.458,2.495,1.025,0.902,0.682,0.331,0.098
4.3,3.458,2.494,1.025,0.902,0.682,0.332,0.098
4.4,3.458,2.494,1.025,0.901,0.682,0.332,0.098
4.5,3.458,2.494,1.025,0.902,0.682,0.331,0.098
4.6000000000000005,3.458,2.494,1.025,0.902,0.682,0.332,0.098
4.7,3.549,2.581,1.056,0.901,0.682,0.332,0.098
4.800000000000001,3.495,2.529,1.037,0.901,0.682,0.331,0.098
4.9,3.518,2.551,1.045,0.902,0.682,0.331,0.098
5.0,3.482,2.517,1.033,0.902,0.682,0.331,0.098
5.1000000000000005,3.468,2.503,1.028,0.901,0.682,0.331,0.098
5.2,3.462,2.498,1.026,0.902,0.682,0.332,0.098
5.300000000000001,3.46,2.496,1.025,0.901,0.682,0.331,0.098
5.4,3.459,2.495,1.025,0.901,0.682,0.331,0.098
5.5,3.458,2.495,1.025,0.902,0.682,0.331,0.098
5.6000000000000005,3.458,2.494,1.025,0.901,0.682,0.331,0.098
5.7,3.458,2.494,1.025,0.901,0.682,0.33,0.098
5.800000000000001,3.458,2.494,1.025,0.901,0.681,0.331,0.097
5.9,3.458,2.494,1.025,0.901,0.682,0.332,0.098
6.0,3.458,2.494,1.025,0.901,0.682,0.331,0.098
6.1000000000000005,3.458,2.494,1.025,0.9,0.682,0.331,0.098
6.2,3.458,2.494,1.025,0.9,0.682,0.332,0.098
6.300000000000001,3.458,2.494,1.025,0.901,0.683,0.331,0.098
6.4,3.458,2.494,1.025,0.901,0.683,0.332,0.098
6.5,3.458,2.494,1.025,0.901,0.682,0.332,0.098
6.6000000000000005,3.458,2.494,1.025,0.9,0.682,0.332,0.099
6.7,3.458,2.494,1.025,0.901,0.682,0.331,0.098
6.800000000000001,3.458,2.494,1.025,0.9,0.682,0.332,0.098
6.9,3.458,2.494,1.025,0.901,0.682,0.332,0.099
7.0,3.458,2.494,1.025,0.901,0.682,0.332,0.098
7.1000000000000005,3.504,2.537,1.04,0.9,0.682,0.332,0.098
7.2,3.476,2.512,1.031,0.901,0.683,0.332,0.098
7.300000000000001,3.465,2.501,1.027,0.901,0.683,0.332,0.098
7.4,3.461,2.497,1.026,0.901,0.682,0.332,0.097
7.5,3.459,2.495,1.025,0.902,0.683,0.332,0.098
7.6000000000000005,3.459,2.495,1.025,0.901,0.682,0.333,0.098
7.7,3.458,2.495,1.025,0.901,0.682,0.332,0.098
7.800000000000001,3.458,2.494,1.025,0.901,0.682,0.332,0.098
7.9,3.458,2.494,1.025,0.9,0.683,0.332,0.098
8.0,3.458,2.494,1.025,0.901,0.682,0.333,0.098
8.1,3.458,2.494,1.025,0.902,0.682,0.332,0.098
8.200000000000001,3.458,2.494,1.025,0.901,0.682,0.332,0.098
8.3,3.458,2.494,1.025,0.901,0.682,0.332,0.098
8.4,3.458,2.494,1.025,0.901,0.683,0.332,0.099
8.5,3.458,2.494,1.025,0.901,0.682,0.333,0.098
8.6,3.504,2.537,1.04,0.902,0.683,0.333,0.097
8.700000000000001,3.476,2.512,1.031,0.901,0.682,0.333,0.098
8.8,3.465,2.501,1.027,0.9,0.683,0.333,0.098
8.9,3.507,2.54,1.041,0.901,0.683,0.333,0.098
9.0,3.478,2.513,1.031,0.901,0.683,0.333,0.098
9.1,3.466,2.502,1.028,0.901,0.683,0.333,0.098
9.200000000000001,3.461,2.497,1.026,0.901,0.683,0.333,0.098
9.3,3.459,2.496,1.025,0.901,0.683,0.333,0.098
9.4,3.459,2.495,1.025,0.901,0.683,0.334,0.098
9.5,3.504,2.538,1.04,0.901,0.683,0.334,0.097
9.600000000000001,3.476,2.512,1.031,0.901,0.684,0.334,0.097
9.700000000000001,3.466,2.501,1.027,0.901,0.683,0.334,0.097
9.8,3.461,2.497,1.026,0.901,0.683,0.334,0.098
9.9,3.505,2.539,1.041,0.901,0.683,0.334,0.098
10.0,3.568,2.599,1.062,0.902,0.683,0.334,0.098
10.100000000000001,3.502,2.536,1.04,0.901,0.683,0.334,0.098
10.200000000000001,3.476,2.511,1.031,0.901,0.684,0.334,0.098
10.3,3.465,2.501,1.027,0.901,0.683,0.334,0.098
10.4,3.461,2.497,1.026,0.901,0.683,0.334,0.098
10.5,3.459,2.495,1.025,0.901,0.684,0.334,0.097
10.600000000000001,3.459,2.495,1.025,0.901,0.683,0.334,0.097
10.700000000000001,3.458,2.495,1.025,0.9,0.683,0.334,0.097
10.8,3.458,2.494,1.025,0.901,0.683,0.335,0.098
10.9,3.458,2.494,1.025,0.901,0.683,0.334,0.097
11.0,3.458,2.494,1.025,0.901,0.682,0.334,0.097
11.100000000000001,3.829,2.853,1.151,0.901,0.684,0.336,0.097
11.200000000000001,3.606,2.638,1.075,0.901,0.684,0.337,0.097
11.3,3.517,2.552,1.045,0.902,0.683,0.337,0.098
11.4,3.482,2.517,1.033,0.901,0.683,0.336,0.097
11.5,3.468,2.504,1.028,0.901,0.684,0.336,0.098
11.600000000000001,3.462,2.498,1.026,0.902,0.684,0.337,0.098
11.700000000000001,3.46,2.496,1.025,0.902,0.684,0.337,0.097
11.8,3.459,2.495,1.025,0.902,0.684,0.337,0.097
