Time,CO (MCS),Ethanol (MCS),VOC (MCS),NO2 (GM),Ethanol (GM),VOC (GM),CO (GM)
0.0,2.372,1.523,0.668,0.896,0.666,0.378,0.084
0.1,2.371,1.523,0.668,0.896,0.666,0.377,0.084
0.2,2.371,1.523,0.668,0.896,0.666,0.377,0.084
0.30000000000000004,2.371,1.523,0.668,0.896,0.666,0.378,0.084
0.4,2.465,1.603,0.699,0.896,0.666,0.378,0.084
0.5,2.409,1.555,0.68,0.896,0.665,0.378,0.084
0.6000000000000001,2.418,1.562,0.683,0.896,0.665,0.378,0.084
0.7000000000000001,2.421,1.565,0.684,0.896,0.666,0.379,0.084
0.8,2.422,1.566,0.685,0.896,0.666,0.379,0.084
0.9,2.423,1.566,0.685,0.896,0.665,0.379,0.085
1.0,2.454,1.593,0.695,0.896,0.665,0.38,0.084
1.1,2.436,1.577,0.689,0.896,0.666,0.38,0.085
1.2000000000000002,2.46,1.598,0.697,0.897,0.666,0.381,0.085
1.3,2.438,1.579,0.69,0.897,0.666,0.38,0.085
1.4000000000000001,2.46,1.598,0.697,0.897,0.666,0.381,0.085
1.5,2.47,1.606,0.7,0.896,0.666,0.381,0.084
1.6,2.473,1.609,0.701,0.897,0.666,0.382,0.085
1.7000000000000002,2.443,1.584,0.691,0.897,0.666,0.382,0.085
1.8,2.431,1.573,0.688,0.897,0.665,0.382,0.085
1.9000000000000001,2.458,1.596,0.696,0.897,0.666,0.383,0.086
2.0,2.468,1.605,0.699,0.897,0.666,0.384,0.086
2.1,2.441,1.582,0.691,0.897,0.666,0.384,0.085
2.2,2.462,1.599,0.697,0.897,0.665,0.384,0.085
2.3000000000000003,2.439,1.58,0.69,0.897,0.665,0.384,0.085
2.4000000000000004,2.429,1.572,0.687,0.897,0.665,0.385,0.086
2.5,2.426,1.569,0.686,0.898,0.666,0.385,0.085
2.6,2.456,1.594,0.695,0.898,0.666,0.385,0.086
2.7,2.468,1.604,0.699,0.898,0.666,0.385,0.085
2.8000000000000003,2.472,1.608,0.701,0.898,0.666,0.385,0.085
2.9000000000000004,2.474,1.61,0.701,0.899,0.666,0.386,0.086
3.0,2.444,1.584,0.691,0.898,0.665,0.386,0.085
3.1,2.431,1.574,0.688,0.898,0.665,0.386,0.086
3.2,2.458,1.596,0.696,0.898,0.666,0.386,0.086
3.3000000000000003,2.468,1.605,0.699,0.899,0.665,0.386,0.086
3.4000000000000004,2.441,1.582,0.691,0.898,0.666,0.386,0.085
3.5,2.462,1.599,0.697,0.898,0.666,0.387,0.086
3.6,2.47,1.606,0.7,0.899,0.665,0.387,0.086
3.7,2.473,1.609,0.701,0.898,0.666,0.388,0.086
3.8000000000000003,2.475,1.61,0.701,0.898,0.666,0.388,0.086
3.9000000000000004,2.475,1.611,0.702,0.898,0.666,0.388,0.086
4.0,2.444,1.584,0.692,0.898,0.666,0.388,0.086
4.1000000000000005,2.463,1.6,0.698,0.898,0.666,0.388,0.086
4.2,2.439,1.58,0.69,0.898,0.666,0.388,0.086
4.3,2.461,1.599,0.697,0.898,0.666,0.388,0.086
4.4,2.438,1.58,0.69,0.899,0.666,0.389,0.086
4.5,2.461,1.598,0.697,0.898,0.666,0.388,0.086
4.6000000000000005,2.47,1.606,0.7,0.898,0.667,0.389,0.086
4.7,2.473,1.609,0.701,0.899,0.666,0.389,0.086
4.800000000000001,2.443,1.584,0.691,0.898,0.666,0.389,0.086
4.9,2.463,1.6,0.698,0.899,0.665,0.389,0.086
5.0,2.47,1.607,0.7,0.899,0.666,0.389,0.086
5.1000000000000005,2.473,1.609,0.701,0.899,0.666,0.39,0.086
5.2,2.381,1.532,0.672,0.9,0.666,0.39,0.086
5.300000000000001,2.438,1.579,0.69,0.9,0.666,0.39,0.086
5.4,2.46,1.598,0.697,0.899,0.666,0.39,0.086
5.5,2.438,1.579,0.69,0.899,0.666,0.39,0.086
5.6000000000000005,2.461,1.598,0.697,0.899,0.666,0.39,0.086
5.7,2.47,1.606,0.7,0.899,0.666,0.391,0.086
5.800000000000001,2.473,1.609,0.701,0.9,0.666,0.391,0.086
5.9,2.475,1.61,0.701,0.899,0.666,0.391,0.086
6.0,2.475,1.611,0.702,0.9,0.666,0.391,0.086
6.1000000000000005,2.444,1.584,0.692,0.9,0.666,0.391,0.085
6.2,2.463,1.6,0.698,0.899,0.666,0.391,0.086
6.300000000000001,2.439,1.58,0.69,0.899,0.666,0.391,0.086
6.4,2.43,1.572,0.687,0.898,0.666,0.391,0.086
6.5,2.457,1.595,0.696,0.899,0.666,0.391,0.086
6.6000000000000005,2.468,1.605,0.699,0.899,0.666,0.391,0.086
6.7,2.473,1.609,0.701,0.898,0.666,0.392,0.086
6.800000000000001,2.443,1.583,0.691,0.898,0.665,0.392,0.086
6.9,2.463,1.6,0.698,0.898,0.666,0.391,0.086
7.0,2.47,1.607,0.7,0.899,0.666,0.392,0.086
7.1000000000000005,2.442,1.583,0.691,0.898,0.666,0.392,0.086
7.2,2.431,1.573,0.687,0.898,0.666,0.392,0.086
7.300000000000001,2.458,1.596,0.696,0.898,0.666,0.392,0.086
7.4,2.437,1.578,0.689,0.898,0.666,0.393,0.086
7.5,2.46,1.598,0.697,0.898,0.666,0.393,0.086
7.6000000000000005,2.469,1.606,0.7,0.898,0.666,0.392,0.086
7.7,2.442,1.582,0.691,0.898,0.666,0.393,0.086
7.800000000000001,2.462,1.6,0.697,0.898,0.666,0.393,0.085
7.9,2.47,1.606,0.7,0.898,0.666,0.393,0.086
8.0,2.473,1.609,0.701,0.899,0.666,0.393,0.086
8.1,2.475,1.61,0.701,0.898,0.666,0.393,0.086
8.200000000000001,2.475,1.611,0.702,0.898,0.666,0.393,0.086
8.3,2.475,1.611,0.702,0.898,0.666,0.394,0.086
8.4,2.475,1.611,0.702,0.897,0.666,0.393,0.086
8.5,2.476,1.611,0.702,0.898,0.667,0.394,0.086
8.6,2.476,1.611,0.702,0.898,0.666,0.394,0.086
8.700000000000001,2.476,1.611,0.702,0.899,0.667,0.394,0.086
8.8,2.476,1.611,0.702,0.898,0.666,0.394,0.086
8.9,2.476,1.611,0.702,0.898,0.666,0.394,0.086
9.0,2.476,1.611,0.702,0.899,0.666,0.394,0.086
9.1,2.476,1.611,0.702,0.899,0.667,0.395,0.086
9.200000000000001,2.476,1.611,0.702,0.899,0.666,0.395,0.086
9.3,2.476,1.611,0.702,0.899,0.666,0.395,0.086
9.4,2.476,1.611,0.702,0.9,0.666,0.396,0.086
9.5,2.476,1.611,0.702,0.9,0.666,0.396,0.086
9.600000000000001,2.476,1.611,0.702,0.9,0.666,0.396,0.086
9.700000000000001,2.476,1.611,0.702,0.899,0.666,0.396,0.086
9.8,2.507,1.638,0.712,0.899,0.666,0.396,0.086
9.9,2.488,1.622,0.706,0.899,0.666,0.396,0.086
10.0,2.481,1.615,0.703,0.899,0.666,0.396,0.086
10.100000000000001,2.478,1.613,0.702,0.899,0.666,0.396,0.086
10.200000000000001,2.476,1.612,0.702,0.898,0.666,0.396,0.087
10.3,2.476,1.611,0.702,0.898,0.666,0.396,0.086
10.4,2.476,1.611,0.702,0.899,0.666,0.396,0.087
10.5,2.476,1.611,0.702,0.9,0.666,0.396,0.087
10.600000000000001,2.476,1.611,0.702,0.899,0.666,0.396,0.086
10.700000000000001,2.476,1.611,0.702,0.898,0.667,0.396,0.087
10.8,2.476,1.611,0.702,0.899,0.666,0.397,0.087
10.9,2.476,1.611,0.702,0.898,0.666,0.397,0.086
11.0,2.476,1.611,0.702,0.899,0.666,0.397,0.087
11.100000000000001,2.476,1.611,0.702,0.898,0.666,0.397,0.086
11.200000000000001,2.476,1.611,0.702,0.898,0.666,0.397,0.087
11.3,2.476,1.611,0.702,0.899,0.667,0.397,0.086
11.4,2.476,1.611,0.702,0.899,0.667,0.398,0.086
11.5,2.476,1.611,0.702,0.899,0.667,0.398,0.086
11.600000000000001,2.444,1.584,0.692,0.9,0.667,0.397,0.086
11.700000000000001,2.463,1.6,0.698,0.9,0.667,0.398,0.086
11.8,2.471,1.607,0.7,0.899,0.666,0.398,0.086
11.9,2.474,1.609,0.701,0.899,0.666,0.398,0.086
12.0,2.506,1.637,0.712,0.9,0.666,0.398,0.086
12.100000000000001,2.488,1.622,0.706,0.899,0.667,0.398,0.086
12.200000000000001,2.48,1.615,0.703,0.9,0.666,0.398,0.086
12.3,2.478,1.613,0.702,0.899,0.667,0.398,0.087
12.4,2.476,1.612,0.702,0.9,0.666,0.398,0.086
12.5,2.476,1.611,0.702,0.899,0.667,0.399,0.086
12.600000000000001,2.476,1.611,0.702,0.9,0.666,0.399,0.087
12.700000000000001,2.476,1.611,0.702,0.9,0.667,0.398,0.087
12.8,2.476,1.611,0.702,0.9,0.666,0.399,0.087
12.9,2.476,1.611,0.702,0.9,0.667,0.399,0.086
13.0,2.507,1.638,0.712,0.899,0.667,0.399,0.087
13.100000000000001,2.52,1.649,0.716,0.9,0.666,0.399,0.087
13.200000000000001,2.493,1.626,0.707,0.9,0.667,0.399,0.086
13.3,2.483,1.617,0.704,0.9,0.667,0.399,0.087
13.4,2.51,1.64,0.713,0.9,0.666,0.4,0.087
13.5,2.489,1.623,0.706,0.9,0.666,0.4,0.087
13.600000000000001,2.481,1.616,0.703,0.9,0.666,0.4,0.087
13.700000000000001,2.478,1.613,0.702,0.9,0.667,0.401,0.086
13.8,2.476,1.612,0.702,0.9,0.666,0.401,0.087
13.9,2.476,1.611,0.702,0.9,0.667,0.4,0.086
14.0,2.476,1.611,0.702,0.9,0.667,0.401,0.087
14.100000000000001,2.476,1.611,0.702,0.9,0.666,0.4,0.087
14.200000000000001,2.476,1.611,0.702,0.901,0.667,0.401,0.086
14.3,2.507,1.638,0.712,0.901,0.667,0.401,0.087
14.4,2.488,1.622,0.706,0.9,0.666,0.401,0.087
14.5,2.481,1.615,0.703,0.901,0.667,0.401,0.087
14.600000000000001,2.446,1.586,0.692,0.901,0.667,0.402,0.087
14.700000000000001,2.464,1.601,0.698,0.9,0.667,0.401,0.087
14.8,2.471,1.607,0.7,0.901,0.667,0.402,0.086
14.9,2.474,1.609,0.701,0.9,0.667,0.402,0.086
15.0,2.475,1.61,0.701,0.9,0.667,0.402,0.087
15.100000000000001,2.475,1.611,0.702,0.9,0.667,0.402,0.087
15.200000000000001,2.475,1.611,0.702,0.9,0.667,0.401,0.086
15.3,2.475,1.611,0.702,0.9,0.667,0.402,0.087
15.4,2.507,1.638,0.712,0.9,0.667,0.402,0.087
15.5,2.488,1.622,0.706,0.901,0.667,0.402,0.087
15.600000000000001,2.481,1.615,0.703,0.9,0.667,0.403,0.087
15.700000000000001,2.478,1.613,0.702,0.901,0.667,0.403,0.087
15.8,2.476,1.612,0.702,0.901,0.667,0.404,0.087
15.9,2.445,1.585,0.692,0.901,0.667,0.404,0.088
16.0,2.463,1.601,0.698,0.901,0.668,0.404,0.087
16.1,2.471,1.607,0.7,0.901,0.667,0.404,0.087
16.2,2.442,1.583,0.691,0.901,0.668,0.404,0.087
16.3,2.494,1.627,0.708,0.901,0.667,0.404,0.087
16.400000000000002,2.514,1.644,0.714,0.901,0.667,0.404,0.087
16.5,2.46,1.598,0.697,0.901,0.667,0.404,0.087
16.6,2.469,1.606,0.7,0.901,0.668,0.404,0.087
16.7,2.473,1.609,0.701,0.901,0.668,0.405,0.087
16.8,2.475,1.61,0.701,0.901,0.667,0.404,0.087
16.900000000000002,2.475,1.611,0.702,0.9,0.668,0.404,0.087
17.0,2.475,1.611,0.702,0.901,0.667,0.404,0.087
17.1,2.475,1.611,0.702,0.901,0.667,0.404,0.087
17.2,2.476,1.611,0.702,0.9,0.667,0.404,0.087
17.3,2.476,1.611,0.702,0.901,0.667,0.404,0.087
17.400000000000002,2.507,1.638,0.712,0.9,0.667,0.405,0.087
17.5,2.52,1.649,0.716,0.9,0.668,0.405,0.088
17.6,2.525,1.653,0.718,0.901,0.667,0.405,0.088
17.7,2.495,1.628,0.708,0.901,0.668,0.406,0.088
17.8,2.515,1.645,0.714,0.901,0.667,0.405,0.088
17.900000000000002,2.523,1.651,0.717,0.901,0.667,0.405,0.087
18.0,2.526,1.654,0.718,0.901,0.667,0.406,0.088
18.1,2.496,1.628,0.708,0.902,0.667,0.406,0.087
18.2,2.484,1.618,0.704,0.901,0.667,0.406,0.087
18.3,2.479,1.614,0.703,0.901,0.667,0.406,0.088
18.400000000000002,2.477,1.612,0.702,0.901,0.666,0.406,0.087
18.5,2.476,1.611,0.702,0.901,0.667,0.406,0.087
18.6,2.507,1.638,0.712,0.901,0.667,0.406,0.087
18.7,2.488,1.622,0.706,0.9,0.667,0.406,0.088
18.8,2.481,1.615,0.703,0.901,0.667,0.406,0.088
18.900000000000002,2.509,1.64,0.713,0.901,0.667,0.406,0.087
19.0,2.52,1.649,0.716,0.902,0.667,0.406,0.087
19.1,2.525,1.653,0.718,0.901,0.668,0.406,0.088
19.200000000000003,2.495,1.628,0.708,0.901,0.667,0.406,0.088
19.3,2.483,1.618,0.704,0.902,0.668,0.407,0.088
19.400000000000002,2.51,1.641,0.713,0.901,0.667,0.407,0.087
19.5,2.521,1.65,0.716,0.901,0.668,0.407,0.087
19.6,2.525,1.653,0.718,0.901,0.667,0.407,0.087
19.700000000000003,2.495,1.628,0.708,0.901,0.668,0.407,0.087
19.8,2.483,1.618,0.704,0.901,0.667,0.407,0.088
19.900000000000002,2.51,1.641,0.713,0.901,0.667,0.407,0.087
20.0,2.489,1.623,0.706,0.901,0.667,0.407,0.087
20.1,2.481,1.616,0.703,0.901,0.668,0.407,0.087
20.200000000000003,2.509,1.64,0.713,0.901,0.668,0.407,0.087
20.3,2.521,1.649,0.716,0.902,0.667,0.408,0.087
20.400000000000002,2.525,1.653,0.718,0.902,0.668,0.408,0.087
20.5,2.527,1.655,0.718,0.901,0.668,0.407,0.088
20.6,2.528,1.655,0.718,0.901,0.668,0.408,0.087
20.700000000000003,2.528,1.656,0.719,0.901,0.668,0.408,0.088
20.8,2.528,1.656,0.719,0.901,0.667,0.408,0.088
20.900000000000002,2.528,1.656,0.719,0.901,0.667,0.408,0.087
21.0,2.528,1.656,0.719,0.902,0.668,0.409,0.087
21.1,2.528,1.656,0.719,0.901,0.668,0.408,0.087
21.200000000000003,2.528,1.656,0.719,0.901,0.668,0.409,0.087
21.3,2.56,1.683,0.729,0.901,0.668,0.409,0.087
21.400000000000002,2.541,1.667,0.723,0.902,0.668,0.41,0.087
21.5,2.533,1.66,0.72,0.901,0.668,0.409,0.087
21.6,2.53,1.658,0.719,0.901,0.668,0.409,0.087
21.700000000000003,2.497,1.63,0.709,0.901,0.667,0.409,0.087
21.8,2.516,1.645,0.715,0.901,0.668,0.409,0.087
21.900000000000002,2.523,1.652,0.717,0.902,0.669,0.409,0.087
22.0,2.526,1.654,0.718,0.901,0.668,0.409,0.087
22.1,2.496,1.628,0.708,0.901,0.668,0.409,0.087
22.200000000000003,2.515,1.645,0.714,0.901,0.668,0.409,0.087
22.3,2.523,1.651,0.717,0.902,0.668,0.41,0.087
22.400000000000002,2.526,1.654,0.718,0.902,0.668,0.41,0.087
22.5,2.527,1.655,0.718,0.901,0.668,0.41,0.087
22.6,2.528,1.656,0.719,0.901,0.667,0.409,0.087
22.700000000000003,2.496,1.629,0.708,0.901,0.667,0.41,0.087
22.8,2.515,1.645,0.715,0.901,0.668,0.41,0.088
22.900000000000002,2.523,1.652,0.717,0.902,0.668,0.41,0.088
23.0,2.526,1.654,0.718,0.902,0.668,0.41,0.087
23.1,2.527,1.655,0.718,0.901,0.669,0.41,0.087
23.200000000000003,2.528,1.656,0.719,0.901,0.668,0.409,0.087
23.3,2.528,1.656,0.719,0.901,0.668,0.41,0.087
23.400000000000002,2.528,1.656,0.719,0.901,0.668,0.41,0.088
23.5,2.528,1.656,0.719,0.902,0.668,0.41,0.087
23.6,2.528,1.656,0.719,0.901,0.667,0.41,0.087
23.700000000000003,2.528,1.656,0.719,0.902,0.668,0.41,0.088
23.8,2.528,1.656,0.719,0.901,0.668,0.411,0.088
23.900000000000002,2.528,1.656,0.719,0.902,0.668,0.411,0.089
24.0,2.528,1.656,0.719,0.902,0.668,0.411,0.088
24.1,2.528,1.656,0.719,0.902,0.668,0.412,0.088
24.200000000000003,2.528,1.656,0.719,0.902,0.669,0.412,0.088
24.3,2.528,1.656,0.719,0.902,0.668,0.412,0.088
24.400000000000002,2.56,1.683,0.729,0.902,0.668,0.412,0.088
24.5,2.541,1.667,0.723,0.902,0.669,0.412,0.088
24.6,2.47,1.607,0.7,0.902,0.668,0.412,0.088
24.700000000000003,2.505,1.636,0.711,0.903,0.668,0.413,0.089
24.8,2.519,1.648,0.716,0.902,0.669,0.413,0.089
24.900000000000002,2.524,1.653,0.717,0.903,0.668,0.413,0.089
25.0,2.527,1.655,0.718,0.903,0.668,0.413,0.088
25.1,2.527,1.655,0.718,0.903,0.668,0.413,0.088
25.200000000000003,2.528,1.656,0.719,0.904,0.668,0.413,0.088
25.3,2.528,1.656,0.719,0.903,0.668,0.413,0.088
25.400000000000002,2.528,1.656,0.719,0.903,0.667,0.413,0.089
25.5,2.56,1.683,0.729,0.903,0.668,0.413,0.088
25.6,2.541,1.667,0.723,0.902,0.668,0.413,0.089
25.700000000000003,2.533,1.66,0.72,0.902,0.668,0.414,0.089
25.8,2.53,1.658,0.719,0.903,0.668,0.414,0.088
25.900000000000002,2.529,1.657,0.719,0.902,0.668,0.413,0.088
26.0,2.528,1.656,0.719,0.902,0.668,0.413,0.088
26.1,2.528,1.656,0.719,0.902,0.669,0.412,0.088
26.200000000000003,2.528,1.656,0.719,0.902,0.668,0.413,0.088
26.3,2.528,1.656,0.719,0.902,0.668,0.413,0.088
26.400000000000002,2.528,1.656,0.719,0.903,0.668,0.414,0.088
26.5,2.528,1.656,0.719,0.903,0.668,0.413,0.088
26.6,2.528,1.656,0.719,0.902,0.669,0.413,0.088
26.700000000000003,2.528,1.656,0.719,0.902,0.668,0.413,0.088
26.8,2.528,1.656,0.719,0.902,0.669,0.414,0.088
26.900000000000002,2.528,1.656,0.719,0.903,0.669,0.414,0.089
27.0,2.56,1.683,0.729,0.903,0.668,0.414,0.089
27.1,2.541,1.667,0.723,0.903,0.668,0.415,0.088
27.200000000000003,2.565,1.687,0.73,0.903,0.668,0.414,0.089
27.3,2.543,1.669,0.723,0.904,0.668,0.415,0.088
27.400000000000002,2.566,1.688,0.731,0.903,0.668,0.414,0.088
27.5,2.543,1.669,0.723,0.903,0.668,0.415,0.088
27.6,2.534,1.661,0.721,0.903,0.668,0.415,0.088
27.700000000000003,2.53,1.658,0.719,0.903,0.668,0.415,0.088
27.8,2.529,1.657,0.719,0.902,0.669,0.415,0.088
27.900000000000002,2.528,1.656,0.719,0.903,0.668,0.415,0.089
28.0,2.528,1.656,0.719,0.902,0.668,0.414,0.089
28.1,2.528,1.656,0.719,0.903,0.669,0.415,0.088
28.200000000000003,2.528,1.656,0.719,0.902,0.668,0.415,0.088
28.3,2.528,1.656,0.719,0.902,0.669,0.415,0.088
28.400000000000002,2.528,1.656,0.719,0.903,0.668,0.415,0.088
28.5,2.528,1.656,0.719,0.902,0.669,0.415,0.088
